Author,Art,Sale date,Price,Size,Style,Estimate,Provenance,Sign,Collection,Technique and performance material,Painted,Image,Urls,Found
,Kerze,10.14.2011,"16,451,346",-,-,-,-,-,-,-,-,-,-,0
Roy Lichtenstein,Sunrise,11.12.2014,"16,405,000",91.7 x 173.6 cm,Post-War & Contemporary Art Evening Sale,"USD 12,000,000 - USD 18,000,000","Ileana Sonnabend, Paris 
Edward Power, London 
Acquavella Gallery, New York
Private collection, New York
Sonnabend Gallery, New York and Paris 
Phillis Goldman, New York
Jeffrey Deitch, New York
Private Collection, Japan, 1989 
L & M Arts, New York
Acquired from the above by the present owner","
signed and dated 'rf Lichtenstein 1965' (on the reverse)
","
Private collection, New York
","oil, Magna and graphite on canvas",1965,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02891_0028_000(roy_lichtenstein_sunrise).jpg,https://www.christies.com/lotfinder/paintings/roy-lichtenstein-sunrise-5846083-details.aspx?from=searchresults&intObjectID=5846083,1
Mark Rothko,No 9,05.14.2003,"16,359,500",-,-,-,-,-,-,-,-,-,-,0
Marc Chagall,Anniversaire,05.17.1990,"16,335,000",-,-,-,-,-,-,-,-,-,-,0
Juan Gris,Le livre,02.07.2012,"16,334,115",73 x 60 cm,Impressionist / Modern Evening Sale,"GBP 12,000,000 - GBP 18,000,000","D.H. Kahnweiler, Bern.
Galerie Simon, Paris (no. 5022).
Galerie Louise Leiris, Paris.
Svensk-Franska Konstgalleriet, Stockholm.
Acquired from the above in the 1950s by the family of the present owner. 
","
signed and dated 'Juan Gris 1915' (lower left) 
",-,oil on canvas ,1914,https://www.christies.com/img/LotImages/2012/CKS/2012_CKS_08049_0019_000(juan_gris_le_livre).jpg,https://www.christies.com/lotfinder/paintings/juan-gris-le-livre-5532366-details.aspx?from=searchresults&intObjectID=5532366,1
Max Ernst,The stolen mirror,11.01.2011,"16,322,500",65 x 81 cm,Impressionist and Modern Evening Sale,"USD 4,000,000 - USD 6,000,000","Edward James, London (by 1951).
Jimmy Ernst, New Canaan, Connecticut.
Dallas Ernst, Sag Harbor, New York (by descent from the above, 1984).
By descent from the above to the present owners.
","
signed 'max ernst' (lower right); signed again, dated and inscribed 'max ernst 1941 product of France' (on the reverse)
",-,"signed 'max ernst' (lower right); signed again, dated and inscribed 'max ernst 1941 product of France' (on the reverse)",1941,https://www.christies.com/img/LotImages/2011/NYR/2011_NYR_02477_0036_000(max_ernst_the_stolen_mirror).jpg,https://www.christies.com/lotfinder/paintings/max-ernst-the-stolen-mirror-5493627-details.aspx?from=searchresults&intObjectID=5493627,1
Andy Warhol,Silver Liz,11.08.2011,"16,322,500",-,-,-,-,-,-,-,-,-,-,0
,Printemps nécrophiliqueREPEAT SALE,05.02.2012,"16,322,500",-,-,-,-,-,-,-,-,-,-,0
Jean-Michel Basquiat,Untitled,05.10.2012,"16,322,500",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,SuicideREPEAT SALE,11.13.2012,"16,322,500",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Tête de femme,11.06.2007,"16,281,000",-,-,-,-,-,-,-,-,-,-,0
Roy Lichtenstein,In the car,11.08.2005,"16,256,000",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Orange MarilynREPEAT SALE,11.15.2006,"16,256,000",50 x 40.5 cm,Post War and Contemporary Art Evening Sale,"USD 10,000,000 - USD 15,000,000","Mr. and Mrs. Leo Castelli, New York
Gian Enzo Sperone, New York
Anon. sale; Sotheby's, London, 1 July 1976, lot 364
Anon. sale; Christie's New York, 19 November 1998, lot 356
Private Collection, Paris
Anon. sale; Christie's New York, 16 May 2001, lot 15
Acquired at the above sale by the present owner
","
signed and dated 'ANDY WARHOL/62' (on the reverse) 
","
Private Collection, Paris
",synthetic polymer and silkscreen inks on canvas ,1962,https://www.christies.com/img/LotImages/2006/NYR/2006_NYR_01725_0032_000().jpg,https://www.christies.com/lotfinder/lot/andy-warhol-orange-marilyn-4806391-details.aspx?from=searchresults&intObjectID=4806391,1
Wang Zhenpeng,Landscape,12.04.2012,"16,252,850",-,-,-,-,-,-,-,-,-,-,0
Henri de Toulouse-Lautrec,Au lit: Le baiser,02.03.2015,"16,242,840",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,Les peupliers à Giverny,02.03.2015,"16,242,840",-,-,-,-,-,-,-,-,-,-,0
Canaletto,"The old horse guards, London, from St. James′s park",04.15.1992,"16,205,742",-,-,-,-,-,-,-,-,-,-,0
Li Keran,Long march,11.22.2010,"16,189,113",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,"Glaçons, effet blanc",11.06.2013,"16,125,000",-,-,-,-,-,-,-,-,-,-,0
Francis Bacon,Head III,06.26.2013,"16,122,176",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,Dans la PrairieREPEAT SALE,02.04.2009,"16,044,636",-,-,-,-,-,-,-,-,-,-,0
Vincent van Gogh,Vue de l′asile et de la Chapelle de Saint-Rémy,02.07.2012,"15,980,442",45.1 x 60.4 cm,Impressionist / Modern Evening Sale,"GBP 5,000,000 - GBP 7,000,000","Theo van Gogh, Paris.
Johanna van Gogh-Bonger, Paris.
Paul Cassirer, Berlin, by whom acquired from the above on 20 February 1907.
Margarete Mauthner, Berlin, by whom acquired from the above in May 1907.
With Galerie Marcel Goldschmidt & Co., Frankfurt-am-Main & Berlin.
Alfred Wolf, Stuttgart, Lintal, Switzerland and Buenos Aires, by whom acquired from the above after 1928;  his sale, Sotheby's, London, 24 April 1963, lot 6.
Acquired at the above sale by Francis Taylor on behalf of his daughter, Elizabeth Taylor.
",-,-,oil on canvas ,1889,https://www.christies.com/img/LotImages/2012/CKS/2012_CKS_08049_0012_000(vincent_van_gogh_vue_de_lasile_et_de_la_chapelle_de_saint-remy).jpg,https://www.christies.com/lotfinder/paintings/vincent-van-gogh-vue-de-lasile-et-5532359-details.aspx?from=searchresults&intObjectID=5532359,1
George Stubbs,Brood mares and foals,12.08.2010,"15,955,138",-,-,-,-,-,-,-,-,-,-,0
Amedeo Modigliani,Vénus,11.08.2006,"15,920,000",-,-,-,-,-,-,-,-,-,-,0
Cui Ruzhuo,Lotus,11.29.2011,"15,894,362",-,-,-,-,-,-,-,-,-,-,0
Francesco Guardi,Vue de la Giudecca et du Zattere à Venise,12.01.1989,"15,866,500",-,-,-,-,-,-,-,-,-,-,0
Georges Braque,Paysage à la CiotatREPEAT SALE,05.07.2013,"15,845,000",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,Le pont japonais,05.07.2014,"15,845,000",-,-,-,-,-,-,-,-,-,-,0
Jeff Koons,Pink Panther,11.12.2014,"15,845,000",52.1 x 48.3 cm,Post-War & Contemporary Art Evening Sale,"USD 8,000,000 - USD 12,000,000","Galerie Max Hetzler, Cologne
Private collection, 1992
Anon. sale; Sotheby's, New York, 10 May 2011, lot 10
Acquired at the above sale by the present owner","
signed, numbered and dated 'Jeff Koons 88 AP' (on the underside)
","
Private collection, 1992
",Pink Panther,1988,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02891_0033_000(jeff_koons_pink_panther).jpg,https://www.christies.com/lotfinder/sculptures-statues-figures/jeff-koons-pink-panther-5846088-details.aspx?from=searchresults&intObjectID=5846088,1
Henri Matisse,La fenêtre ouverte,05.04.2011,"15,762,500",72.7 x 60.3 cm,Impressionist and Modern Art Evening Sale,"USD 8,000,000 - USD 12,000,000","Galerie Bernheim-Jeune et Cie., Paris (acquired from the artist, April 1912).
Pierre Bonnard, Paris (acquired from the above, June 1912); sale, Galerie Charpentier, Paris, 23 February 1954, lot 17.
Emil Georg Bührle, Zurich (by 1958).
Marlborough Galerie A.G., Zurich (by 1971).
The Pace Gallery, New York.
Acquired from the above by the present owner, October 1990.
","
signed 'Henri Matisse' (lower right) 
",-,oil over pencil on canvas ,1911,https://www.christies.com/img/LotImages/2011/NYR/2011_NYR_02437_0029_000(henri_matisse_la_fenetre_ouverte).jpg,https://www.christies.com/lotfinder/paintings/henri-matisse-la-fenetre-ouverte-5433464-details.aspx?from=searchresults&intObjectID=5433464,1
Canaletto,Venice,12.04.2013,"15,735,617",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Double Elvis,11.13.2007,"15,721,000",-,-,-,-,-,-,-,-,-,-,0
,Kerze,02.27.2008,"15,709,014",-,-,-,-,-,-,-,-,-,-,0
Roy Lichtenstein,Sinking Sun,05.10.2006,"15,696,000",-,-,-,-,-,-,-,-,-,-,0
Willem de Kooning,Untitled XVI,05.10.2006,"15,696,000",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Sixteen Jackies,11.15.2006,"15,696,000",-,-,-,-,-,-,-,-,-,-,0
,Abstraktes Bild,02.14.2012,"15,626,768",-,-,-,-,-,-,-,-,-,-,0
Amedeo Modigliani,Fillette assise en robe,11.09.2000,"15,625,750",-,-,-,-,-,-,-,-,-,-,0
Willem de Kooning,Woman,11.20.1996,"15,622,500",-,-,-,-,-,-,-,-,-,-,0
Lucian Freud,Bruce Bernard,06.20.2007,"15,607,602",114.2 x 83.7cm,Post -War and Contemporary Art   (Evening Sale),"GBP 4,500,000 - GBP 5,500,000","Acquavella Galleries, New York.
Acquired from the above by the present owner in 1993. 
",-,-,oil on canvas ,1992,https://www.christies.com/img/LotImages/2007/CKS/2007_CKS_07406_0035_000().jpg,https://www.christies.com/lotfinder/paintings/lucian-freud-bruce-bernard-4931732-details.aspx?from=searchresults&intObjectID=4931732,1
Lucio Fontana,"Concetto spaziale, La fine di Dio",10.19.2008,"15,570,362",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Tête de femme,06.25.2008,"15,501,631",-,-,-,-,-,-,-,-,-,-,0
Norman Rockwell,Breaking Home Ties,11.29.2006,"15,416,000",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,La cage d′oiseaux,11.10.1988,"15,400,000",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,L′EmbarcadèreREPEAT SALE,02.03.2015,"15,399,760",-,-,-,-,-,-,-,-,-,-,0
Cy Twombly,Untitled,05.14.2013,"15,397,000",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,Femme de Venise II,06.24.2014,"15,393,048",120.5 cm,Impressionist/Modern Evening Sale,"GBP 8,000,000 - GBP 12,000,000","Galerie Maeght, Paris.
Sidney Janis Gallery, New York (no. 8491).
J. Daniel Weitzman, New York, by 1960.
Acquired by the present owner before 1982.","
signed and numbered ‘4/6 Alberto Giacometti' (on the left side of the base); inscribed with the foundry mark 'Susse Fr Paris’ (on the back of the base)
",-,bronze with gold patina,1956,https://www.christies.com/img/LotImages/2014/CKS/2014_CKS_01532_0013_000(alberto_giacometti_femme_de_venise_ii).jpg,https://www.christies.com/lotfinder/sculptures-statues-figures/alberto-giacometti-femme-de-venise-ii-5812203-details.aspx?from=searchresults&intObjectID=5812203,1
,Abstraktes Bild,11.14.2012,"15,314,500",-,-,-,-,-,-,-,-,-,-,0
Francis Bacon,Study for a Head,02.11.2015,"15,312,942",101.7 x 76.5cm,Post-War and Contemporary Art Evening Auction,,"Hanover Gallery, London.
Mrs. Brenda Bomford, Aldbourne.
Marlborough Fine Art Ltd., London.
Lord and Lady Beaumont of Whitley, London.
Private Collection, Liege.
Lefevre Gallery (Alex Reed and Lefevre Ltd.), London.
Private Collection, London (acquired from the above circa 1970).
Lefevre Gallery (Alex Reed and Lefevre Ltd.), London (acquired from the above circa 1988).
Onishi Museum, Osaka (acquired from the above circa 1990).
Lefevre Gallery (Alex Reed and Lefevre Ltd.), London (acquired from the above in 1999).
Ernst Beyeler, Basel (acquired from the above circa 2000).
Acquired by the present owner in 2005.
",-,"
Private Collection, Liege.
",oil on canvas,1955,https://www.christies.com/img/LotImages/2015/CKS/2015_CKS_10337_0017_000(francis_bacon_study_for_a_head).jpg,https://www.christies.com/lotfinder/paintings/francis-bacon-study-for-a-head-5871567-details.aspx?from=searchresults&intObjectID=5871567,1
Auguste Rodin,"Le Penseur, Taille de la Porte dit Moyen modèle",05.07.2013,"15,285,000",-,-,-,-,-,-,-,-,-,-,0
Pierre-Auguste Renoir,L′ombrelle,02.06.2013,"15,216,022",61.9 x 50.8 cm,Impressionist/Modern Evening Sale,"GBP 4,000,000 - GBP 7,000,000","Galeries Durand-Ruel, Paris.
Erwin Davis, New York.
Galeries Durand-Ruel, Paris & New York, by whom acquired from the above on 14 April 1909. 
Carol O. Nielsen, New York, by whom acquired from the above on 15 March 1918.
Robert Treat Paine II, Boston, by 1926.
Anonymous sale, Christie's, New York, 11 May 1988, lot 15.
Acquired at the above sale by the family of the present owner. 
","
signed 'Renoir' (lower left) 
",-,oil on canvas ,1878,https://www.christies.com/img/LotImages/2013/CKS/2013_CKS_01102_0013_000(pierre-auguste_renoir_lombrelle).jpg,https://www.christies.com/lotfinder/paintings/pierre-auguste-renoir-lombrelle-5650331-details.aspx?from=searchresults&intObjectID=5650331,1
Claude Monet,Effet de printemps à Giverny,05.05.2010,"15,202,500",-,-,-,-,-,-,-,-,-,-,0
Cy Twombly,Unititled,05.11.2011,"15,202,500",122 x 140 cm,Post-War and Contemporary Art Evening Sale,"USD 10,000,000 - USD 15,000,000","Leo Castelli Gallery, New York
Private collection, Rome
William Howard Adams, New York
BlumHelman Gallery, New York
Barbara Jacobson, Los Angeles
Manny Silverman Gallery, Los Angeles
Acquired from the above by the present owner 
",-,"
Private collection, Rome
",oil based house paint and wax crayon on canvas ,1967,https://www.christies.com/img/LotImages/2011/NYR/2011_NYR_02440_0025_000(cy_twombly_unititled).jpg,https://www.christies.com/lotfinder/paintings/cy-twombly-unititled-5437842-details.aspx?from=searchresults&intObjectID=5437842,1
Andy Warhol,Green Disaster,11.13.2012,"15,202,500",-,-,-,-,-,-,-,-,-,-,0
Domenico Zampieri,Saint John the Evangelist,12.08.2009,"15,195,602",259 x 199.4 cm,"Old Master & 19th Century Paintings, Drawings & Watercolours Evening Sale","GBP 7,000,000 - GBP 10,000,000","Possibly painted for Cardinal Benedetto Giustiniani (1554-1621), Palazzo Giustiniani, S. Luigi dei Francesi, Rome, by whom placed 'nella 2a camera contegua alla sopradetta', cf. his posthumous inventory, 1621, no. 86, 'Un quadro di San Giovanni Evangelista, senza cornice' (see Danesi Squarzina, 1997, see infra).
His brother, Marchese Vincenzo Giustiniani (1564-1637), Palazzo Giustiniani, by whom placed 'Nella 7a Stanza seguitta alla suddetta all'entrare mano manca che ha le finestre, che rispondono al cortile', his posthumous inventory, 1638, I, nos. 170-2, 'Tre altri quadri della medesima grandezza uno con S. Gio. Evangelista di mano di Domenichino, senza cornice' (see Salerno, l960), and by descent through his heir,
Andrea Giustiniani, at the Palazzo Giustiniani, Rome (postumous inventory of Prince Benedetto Giustiniani, 1793, no. 73 and inventory of 1802, no. 101), until 1804 (when an offer of 6,500 scudi was declined, see infra).
Taken to Paris for Prince Giustiniani, probably before 1806, and sold there to Alexis Delahante, by whom taken to London.
with W. Harris, Bond Street, by whom sold to
Richard Hart Davis, M.P. (1766-1842), Grosvenor Square and Mortimer House, Clifton, Gloucestershire.
Sold en bloc with his collection in about 1813 to Phillip John Miles, M.P. (d. 1845), of Leigh Court, Somerset, where the picture was placed in the Saloon, and by descent to his grandson,
Sir Philip Miles, 2nd Bt. (1825-1888); Christie's, London, 28 June 1884, lot 22 (bought in at 700 guineas).
His son, Sir Cecil Miles, 3rd Bt. (1873-1898); his posthumous sale, Christie's, London, 13 May 1899, lot 19 (bought in at 100 guineas and subsequently sold for 70 guineas to M. Colnaghi).
A.L. Christie, Tapeley Park, Devonshire and Glyndebourne, East Sussex, and by descent.
",-,"
Sold en bloc with his collection in about 1813 to Phillip John Miles, M.P. (d. 1845), of Leigh Court, Somerset, where the picture was placed in the Saloon, and by descent to his grandson,
",oil on canvas ,-,https://www.christies.com/img/LotImages/2009/CKS/2009_CKS_07782_0028_000().jpg,https://www.christies.com/lotfinder/paintings/domenico-zampieri-il-domenichino-saint-john-5277781-details.aspx?from=searchresults&intObjectID=5277781,1
Takashi Murakami,My Lonesome Cowboy,05.14.2008,"15,161,000",-,-,-,-,-,-,-,-,-,-,0
,Abstraktes Bild,05.14.2008,"15,161,000",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Tête d′arlequin,05.08.2007,"15,160,000",-,-,-,-,-,-,-,-,-,-,0
Amedeo Modigliani,Portrait de Jeanne Hébuterne,11.16.1998,"15,127,500",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Mustard Race Riot,11.10.2004,"15,127,500",289.3 x 208.3 cm,Post-War and Contemporary Art (Evening Sale)                ,"USD 10,000,000 - USD 15,000,000","Leo Castelli Gallery, New York
Mr. and Mrs. Thomas C. Jones, Washington, D.C. 
",-,-,"acrylic, silkscreen ink and graphite on canvas ",1963,https://www.christies.com/img/LotImages/2004/NYR/2004_NYR_01431_0012_000().jpg,https://www.christies.com/lotfinder/lot/andy-warhol-mustard-race-riot-4387786-details.aspx?from=searchresults&intObjectID=4387786,1
Henri Matisse,Nu au coussin bleu,05.04.2010,"15,090,500",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,La Plage à Trouville,06.25.2008,"15,061,045",-,-,-,-,-,-,-,-,-,-,0
Francis Bacon,Version No. 2 of Lying Figure with Hypodermic Syringe,11.14.2006,"15,024,000",-,-,-,-,-,-,-,-,-,-,0
Robert Ryman,UntitledREPEAT SALE,11.11.2014,"15,005,000",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,Boléro violet,02.05.2014,"14,929,159",-,-,-,-,-,-,-,-,-,-,0
,"Abstraktes Bild, 710",11.12.2008,"14,866,500",-,-,-,-,-,-,-,-,-,-,0
Constantin Brancusi,Le premier cri,11.01.2011,"14,866,500",26 cm,Impressionist and Modern Evening Sale,"USD 8,000,000 - USD 10,000,000","Henri-Pierre Roché, Paris (acquired from the artist).
Galerie Claude Bernard, Paris (acquired from the estate of the above).
Isidore Cohen, New York (1968).
Acquired by the family of the present owner, circa 1975.
","
signed 'C. Brâncusi' (on the underside) 
",-,polished bronze ,1917,https://www.christies.com/img/LotImages/2011/NYR/2011_NYR_02477_0068_000(constantin_brancusi_le_premier_cri).jpg,https://www.christies.com/lotfinder/sculptures-statues-figures/constantin-brancusi-le-premier-cri-5493659-details.aspx?from=searchresults&intObjectID=5493659,1
Joan Miró,Tête humaine,05.02.2012,"14,866,500",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,La pose hindoue,05.08.1995,"14,850,500",-,-,-,-,-,-,-,-,-,-,0
Edouard Manet,La promenande,11.15.1989,"14,850,000",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,Trois hommes qui marchent I,02.04.2014,"14,811,615",-,-,-,-,-,-,-,-,-,-,0
Li Keran,The long march,12.03.2010,"14,793,245",-,-,-,-,-,-,-,-,-,-,0
Sir Joshua Reynolds,"Portrait of Omai standing in a landscape, wearing robes and a headdress",11.29.2001,"14,749,038",-,-,-,-,-,-,-,-,-,-,0
Gustav Klimt,Litzlbergerkeller am Attersee,05.13.1997,"14,742,500",-,-,-,-,-,-,-,-,-,-,0
Fernand Léger,La tasse de thé,02.23.2009,"14,736,940",-,-,-,-,-,-,-,-,-,-,0
Willem de Kooning,September Morn,11.12.2013,"14,725,000",160 x 125.7 cm,Post-War and Contemporary Evening Sale,"USD 10,000,000 - USD 15,000,000","Collection of the Artist
Sidney Janis Gallery, New York
Museum of Modern Art, New York
Blum Helman Gallery, New York
Acquired from the above by the present owner
","
signed 'De Kooning' (lower right)
","Collection of the Artist
",oil on canvas,1958,https://www.christies.com/img/LotImages/2013/NYR/2013_NYR_02791_0041_000(willem_de_kooning_september_morn).jpg,https://www.christies.com/lotfinder/paintings/willem-de-kooning-september-morn-5739128-details.aspx?from=searchresults&intObjectID=5739128,1
Willem de Kooning,Untitled III,11.12.2014,"14,725,000",194.6 x 221.9 cm,Post-War & Contemporary Art Evening Sale,"USD 12,000,000 - USD 18,000,000","Estate of Willem de Kooning, New York
Thomas Ammann Fine Art, Zurich
Private collection
Matthew Marks Gallery, New York
Private collection, New York
L&M Arts, New York
Acquired from the above by the present owner
","
signed ‘de Kooning’ (on the reverse)
","
Private collection
",oil on canvas,1978,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02891_0044_000(willem_de_kooning_untitled_iii).jpg,https://www.christies.com/lotfinder/paintings/willem-de-kooning-untitled-iii-5846099-details.aspx?from=searchresults&intObjectID=5846099,1
Zao Wou-Ki,Abstraction,12.01.2013,"14,717,804",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,Odalisque grise et jaune,05.08.2007,"14,712,000",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Mousquetaire à la pipeREPEAT SALE,05.06.2009,"14,642,500",-,-,-,-,-,-,-,-,-,-,0
,Karmin,02.11.2015,"14,630,369",200 x 200cm,Post-War and Contemporary Art Evening Auction,"GBP 9,000,000 - GBP 14,000,000","Anthony d'Offay Gallery, London. 
Lord Anthony Jacobs, London.
Gagosian Gallery, London.
Acquired from the above by the present owner in 2010.
","
signed, numbered and dated 'Richter 1994 810-1' (on the reverse)
",-,oil on canvas,1994,https://www.christies.com/img/LotImages/2015/CKS/2015_CKS_10337_0031_000(gerhard_richter_karmin).jpg,https://www.christies.com/lotfinder/paintings/gerhard-richter-karmin-5871581-details.aspx?from=searchresults&intObjectID=5871581,1
Pierre-Auguste Renoir,La Loge or l′Avant-ScèneREPEAT SALE,02.05.2008,"14,612,261",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Tête de femme,02.05.2008,"14,612,261",-,-,-,-,-,-,-,-,-,-,0
Zeng Fanzhi,Hospital Triptych No. 3,11.23.2013,"14,605,770",150 x 115 cm,Asian 20th Century & Contemporary Art (Evening Sale),,-,"
left: signed in Chinese; dated '5.92' (lower right);
",-,oil on canvas,1992,https://www.christies.com/img/LotImages/2013/HGK/2013_HGK_03255_0050_000().jpg,https://www.christies.com/lotfinder/paintings/zeng-fanzhi-5755423-details.aspx?from=searchresults&intObjectID=5755423,1
Jean-Michel Basquiat,Museum Security,02.13.2013,"14,603,459",213.4 x 213.4 cm,Post-War and Contemporary Art (Evening Auction),"GBP 7,000,000 - GBP 9,000,000","Larry Gagosian Gallery, Los Angeles.
Kamran Diba, Paris (acquired from the above in 1983).
Private Collection, London. 
",-,"
Private Collection, London. 
","acrylic, oilstick and paper collage on canvas ",1983,https://www.christies.com/img/LotImages/2013/CKS/2013_CKS_01106_0030_000(jean-michel_basquiat_museum_security).jpg,https://www.christies.com/lotfinder/paintings/jean-michel-basquiat-museum-security-5652397-details.aspx?from=searchresults&intObjectID=5652397,1
Camille Pissarro,L′HiverREPEAT SALE,11.06.2007,"14,601,000",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,La Place II,05.06.2008,"14,601,000",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,Portrait de Caroline,05.07.2008,"14,601,000",-,-,-,-,-,-,-,-,-,-,0
,Abstraktes Bild,05.13.2008,"14,601,000",-,-,-,-,-,-,-,-,-,-,0
,Overdrive,05.14.2008,"14,601,000",-,-,-,-,-,-,-,-,-,-,0
Fernand Léger,Contrastes de formes,11.27.1989,"14,600,250",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Les amantsREPEAT SALE,05.08.2007,"14,600,000",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,"Le Parlement, soleil couchantREPEAT SALE",05.10.2001,"14,580,750",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,La Seine à ArgenteuilREPEAT SALE,06.23.2014,"14,529,965",-,-,-,-,-,-,-,-,-,-,0
Henri de Toulouse-Lautrec,Danseuse assise aux bas roses,05.12.1997,"14,522,500",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Nu couché,11.10.1997,"14,522,500",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,Harmonie jaune,11.11.1992,"14,520,000",-,-,-,-,-,-,-,-,-,-,0
Piet Mondrian,"Composition with red, yellow and blueREPEAT SALE",06.19.2013,"14,517,826",-,-,-,-,-,-,-,-,-,-,0
Valentin Aleksandrovich Serov,Portrait of Maria Zetlin,11.24.2014,"14,513,192",107 x 73.4 cm,Important Russian Art,"GBP 1,500,000 - GBP 2,500,000","The collection of Maria & Mikhail Zetlin.
Donated by Maria Zetlin to the Municipality of Ramat Gan in 1959. 
","
signed with Cyrillic initials and dated 'V S/910' (centre left)
","The collection of Maria & Mikhail Zetlin.
",tempera and oil on board,1910,https://www.christies.com/img/LotImages/2014/CKS/2014_CKS_01571_0015_000(valentin_serov_portrait_of_maria_zetlin).jpg,https://www.christies.com/lotfinder/paintings/valentin-serov-portrait-of-maria-zetlin-5849203-details.aspx?from=searchresults&intObjectID=5849203,1
Peter Doig,Country-rock,06.30.2014,"14,460,966",-,-,-,-,-,-,-,-,-,-,0
Fu Baoshi,Composition of Dufu′s poem,06.03.2012,"14,440,886",-,-,-,-,-,-,-,-,-,-,0
,Zwei Liebespaare,02.06.2008,"14,382,715",115 x 160cm,Post-War and Contemporary Art  Evening Sale,,"Acquired directly from the artist by the mother of the present owner in the 1960s and thence by descent. 
","
signed, titled and dated '""Zwei Liebespaare"" Richter 66' (on the reverse)
",-,oil on canvas ,1966,https://www.christies.com/img/LotImages/2008/CKS/2008_CKS_07565_0017_000().jpg,https://www.christies.com/lotfinder/paintings/gerhard-richter-zwei-liebespaare-5037909-details.aspx?from=searchresults&intObjectID=5037909,1
Unkei,A wood sculpture of Dainichi Nyorai,03.18.2008,"14,377,000",-,-,-,-,-,-,-,-,-,-,0
Fernand Léger,Les Usines,05.08.2007,"14,320,000",-,-,-,-,-,-,-,-,-,-,0
Gustave Caillebotte,"L′homme au balcon, boulevard Haussmann",05.08.2000,"14,306,000",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,Grande femme debout IREPEAT SALE,11.08.2000,"14,306,000",-,-,-,-,-,-,-,-,-,-,0
Mark Rothko,Yellow over purple,05.17.2000,"14,305,750",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,"Meules, derniers rayons de soleil",06.26.2001,"14,304,790",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,La Mulatresse Fatma,05.11.1993,"14,302,500",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,"Le Parlement, coucher de soleil",05.10.1989,"14,300,000",-,-,-,-,-,-,-,-,-,-,0
Qi Baishi,Flowers and birds,05.22.2011,"14,169,105",-,-,-,-,-,-,-,-,-,-,0
Donald Judd,Untitled,11.12.2013,"14,165,000",-,-,-,-,-,-,-,-,-,-,0
Christopher Wool,UntitledREPEAT SALE,11.12.2014,"14,165,000",-,-,-,-,-,-,-,-,-,-,0
Giorgio de Chirico,Il Ritornante,02.23.2009,"14,162,291",94 x 77.9 cm,Collection Yves Saint Laurent et Pierre Bergé,"EUR 7,000,000 - EUR 10,000,000","Mario Broglio, Rome.
Paul Guillaume, Paris.
Jacques Doucet, Paris (acquis auprès de celui-ci, novembre 1925).
Pierre Colle, Paris (acquis auprès de la succession de celui-ci, 5 juillet 1941).
Béatrice Colle-Saalburg, Paris (par descendance, 1948).
Acquis auprès de celle-ci par Yves Saint Laurent et Pierre Bergé, juillet 1986. 
","
signé et daté 'G. de Chirico 1918' (en bas à droite) 
",-,huile sur toile ,-,https://www.christies.com/img/LotImages/2009/PAR/2009_PAR_01209_0057_000().jpg,https://www.christies.com/lotfinder/paintings/giorgio-de-chirico-il-ritornante-5157382-details.aspx?from=searchresults&intObjectID=5157382,1
Claude Monet,Nymphéas avec reflets de hautes herbes,02.05.2013,"14,150,865",-,-,-,-,-,-,-,-,-,-,0
Piero Manzoni,AchromeREPEAT SALE,05.15.2013,"14,123,750",-,-,-,-,-,-,-,-,-,-,0
