Author,Art,Sale date,Price,Genre,Style,Image,Dimensions,Media,Location,Found,Url
Jean-Michel Basquiat,Untitled,05.15.2008,"11,241,000",figurative,Neo-Expressionism,https://uploads0.wikiart.org/images/jean-michel-basquiat/untitled.jpg!Large.jpg,186.1 x 125.1 cm,,Private Collection,1,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
Claude Monet,"Nymphéas, temps gris",05.02.2006,"11,216,000",,,,,,,0,"https://www.wikiart.org/en/Search/Claude Monet Nymphéas, temps gris"
Egon Schiele,Kniender Halbakt nach links gebeugt,11.08.2006,"11,216,000",,,,,,,0,https://www.wikiart.org/en/Search/Egon Schiele Kniender Halbakt nach links gebeugt
Willem de Kooning,Spike′s Folly I,11.12.2003,"11,208,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Spike′s Folly I
Vincent van Gogh,Le pont de Trinquetaille,11.03.2004,"11,207,500",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Le pont de Trinquetaille
Zhang Daqian,Fairy scattering flowers,12.03.2010,"11,178,986",,,,,,,0,https://www.wikiart.org/en/Search/Zhang Daqian Fairy scattering flowers
Pablo Picasso,La maternité,11.27.1989,"11,164,897",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso La maternité
Andy Warhol,Three Marilyns,06.20.2007,"11,159,634",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Three Marilyns
Canaletto,"The Campo Santi Giovanni e Paolo, Venice, with the west end of the church and the Scuola di San Marco",12.13.2000,"11,155,155",,,,,,,0,"https://www.wikiart.org/en/Search/Canaletto The Campo Santi Giovanni e Paolo, Venice, with the west end of the church and the Scuola di San Marco"
Claude Monet,"Le pont japonais, bassin aux nymphéas",11.28.1988,"11,154,130",,,,,,,0,"https://www.wikiart.org/en/Search/Claude Monet Le pont japonais, bassin aux nymphéas"
Andy Warhol,Mao,06.28.2011,"11,146,363",portrait,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/mao.jpg!Large.jpg,,,"Art Institute of Chicago, Chicago, IL, US",1,https://www.wikiart.org/en/Search/Andy Warhol Mao
Pablo Picasso,Femme nue couchée au collier,05.06.2014,"11,141,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme nue couchée au collier
John Singer Sargent,Cashmere,12.05.1996,"11,112,500",genre painting,Realism,https://uploads8.wikiart.org/images/john-singer-sargent/cashmere.jpg!Large.jpg,71.1 x 109.2 cm,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/John Singer Sargent Cashmere
Richard Diebenkorn,Ocean Park No. 46,05.14.2013,"11,085,000",,,,,,,0,https://www.wikiart.org/en/Search/Richard Diebenkorn Ocean Park No. 46
Alberto Giacometti,Buste,02.05.2008,"11,079,692",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Buste
,Studio painting,05.11.2010,"11,058,500",,,,,,,0,https://www.wikiart.org/en/Search/ Studio painting
Franz Kline,De Medici,11.14.2012,"11,058,500",,,,,,,0,https://www.wikiart.org/en/Search/Franz Kline De Medici
Kees van Dongen,L�Ouled Naïl,02.04.2008,"11,048,217",,,,,,,0,https://www.wikiart.org/en/Search/Kees van Dongen L�Ouled Naïl
Pablo Picasso,Homme assis au fusil,02.04.2008,"11,048,217",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Homme assis au fusil
Bernardo Bellotto,"The Grand Canal at the Church of San Stae, Venice",04.19.2007,"11,016,000",,,,,,,0,"https://www.wikiart.org/en/Search/Bernardo Bellotto The Grand Canal at the Church of San Stae, Venice"
Joan Miró,Paysage sur les bords du fleuve amour,11.06.2001,"11,006,000",,,,,,,0,https://www.wikiart.org/en/Search/Joan Miró Paysage sur les bords du fleuve amour
Mark Rothko,No.2,11.14.2000,"11,005,750",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko No.2
Edgar Degas,Danseuses,05.13.1997,"11,002,500",,,,,,,0,https://www.wikiart.org/en/Search/Edgar Degas Danseuses
Pablo Picasso,Les femmes d′Alger,11.10.1997,"11,002,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Les femmes d′Alger
Paul Cézanne,L′Estaque vu à travers les pins,11.16.1998,"11,002,500",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne L′Estaque vu à travers les pins
Pablo Picasso,Femme nue,11.17.1998,"11,002,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme nue
Claude Monet,Les Trois Peupliers Temps Gris,11.11.1999,"11,002,500",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Les Trois Peupliers Temps Gris
Paul Gauguin,Entre Les Lys,11.15.1989,"11,000,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Gauguin Entre Les Lys
Henri Matisse,L′Asie,11.10.1992,"11,000,000",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse L′Asie
Zao Wou-Ki,15.01.82,10.05.2013,"10,992,327",,,,,,,0,https://www.wikiart.org/en/Search/Zao Wou-Ki 15.01.82
Berthe Morisot,Après le déjeuner,02.06.2013,"10,987,798",,,,,,,0,https://www.wikiart.org/en/Search/Berthe Morisot Après le déjeuner
Joan Miró,Peinture,05.08.2013,"10,987,750",,,,,,,0,https://www.wikiart.org/en/Search/Joan Miró Peinture
,"The Blue Rigi: Lake of Lucerne, Sunrise",06.05.2006,"10,978,740",,,,,,,0,"https://www.wikiart.org/en/Search/ The Blue Rigi: Lake of Lucerne, Sunrise"
Pablo Picasso,Femme au chien,06.20.2012,"10,962,651",portrait,Synthetic Cubism,https://uploads7.wikiart.org/00234/images/pablo-picasso/tumblr-ncvvi72tmw1rfj3p6o1-500.jpeg!Large.jpeg,,,,1,https://www.wikiart.org/en/Search/Pablo Picasso Femme au chien
Henri Matisse,Robe jaune et robe arlequin,11.02.2005,"10,936,000",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Robe jaune et robe arlequin
Jasper Johns,0 Through 9,11.09.2004,"10,928,000",,,,,,,0,https://www.wikiart.org/en/Search/Jasper Johns 0 Through 9
Brice Marden,The attended,11.13.2013,"10,917,000",,,,,,,0,https://www.wikiart.org/en/Search/Brice Marden The attended
Natalia Sergeevna Goncharova,Les fleurs,06.24.2008,"10,883,776",,,,,,,0,https://www.wikiart.org/en/Search/Natalia Sergeevna Goncharova Les fleurs
Pablo Picasso,Mousquetaire. Buste,06.25.2008,"10,875,482",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Mousquetaire. Buste
Li Keran,Jinggang Mountains,11.26.2013,"10,851,253",,,,,,,0,https://www.wikiart.org/en/Search/Li Keran Jinggang Mountains
Nikolai Fechin,The little cowboy,12.02.2010,"10,844,128",,,,,,,0,https://www.wikiart.org/en/Search/Nikolai Fechin The little cowboy
Andy Warhol,Self-Portrait,07.01.2014,"10,836,329",self-portrait,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/self-portrait.jpg,,silkscreen,,1,https://www.wikiart.org/en/Search/Andy Warhol Self-Portrait
Edvard Munch,Summer Day,02.07.2006,"10,835,326",,,,,,,0,https://www.wikiart.org/en/Search/Edvard Munch Summer Day
Maurice de Vlaminck,LES PECHEURS A NANTERRE,03.25.1990,"10,808,900",,,,,,,0,https://www.wikiart.org/en/Search/Maurice de Vlaminck LES PECHEURS A NANTERRE
Roy Lichtenstein,Woman with Peanuts,11.11.2013,"10,805,000",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Woman with Peanuts
Jean-Michel Basquiat,Blue Heads,11.12.2013,"10,805,000",,,,,,,0,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Blue Heads
René Magritte,Les chasseurs au bord de la nuit,02.04.2014,"10,775,583",,,,,,,0,https://www.wikiart.org/en/Search/René Magritte Les chasseurs au bord de la nuit
Pieter Brueghel II,The Battle between Carnival and Lent,12.06.2011,"10,747,701",,,,,,,0,https://www.wikiart.org/en/Search/Pieter Brueghel II The Battle between Carnival and Lent
Jean-Michel Basquiat,Untitled,02.12.2013,"10,731,033",figurative,Neo-Expressionism,https://uploads0.wikiart.org/images/jean-michel-basquiat/untitled.jpg!Large.jpg,186.1 x 125.1 cm,,Private Collection,1,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
Edgar Degas,Danseuses,11.03.2009,"10,722,500",,,,,,,0,https://www.wikiart.org/en/Search/Edgar Degas Danseuses
Pablo Picasso,Le peintre et son modèle,05.04.2010,"10,722,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Le peintre et son modèle
,Spider,11.08.2011,"10,722,500",,,,,,,0,https://www.wikiart.org/en/Search/ Spider
Andy Warhol,Ten-Foot Flowers,05.09.2012,"10,722,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Ten-Foot Flowers
Johannes,Saint Praxedis,07.08.2014,"10,699,021",,,,,,,0,https://www.wikiart.org/en/Search/Johannes Saint Praxedis
,Pope′s Villa at Twickenham,07.09.2008,"10,692,026",,,,,,,0,https://www.wikiart.org/en/Search/ Pope′s Villa at Twickenham
Mark Rothko,Untitled,11.13.2007,"10,681,000",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko Untitled
Tom Wesselmann,Great American Nude no. 48,05.14.2008,"10,681,000",,,,,,,0,https://www.wikiart.org/en/Search/Tom Wesselmann Great American Nude no. 48
,Photograph,05.15.2007,"10,680,000",,,,,,,0,https://www.wikiart.org/en/Search/ Photograph
Gino Severini,Ritmo astratto di madame M.S.,02.03.2015,"10,678,512",,,,,,,0,https://www.wikiart.org/en/Search/Gino Severini Ritmo astratto di madame M.S.
Amedeo Modigliani,Paul Guillaume,06.18.2013,"10,657,038",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Paul Guillaume
Willem de Kooning,Untitled,11.08.2005,"10,656,000",abstract,Abstract Expressionism,https://uploads2.wikiart.org/images/willem-de-kooning/untitled-1949.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Willem de Kooning Untitled
Pablo Picasso,Le Fumeur,11.07.2006,"10,656,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Le Fumeur
Willem de Kooning,Untitled XXX,11.14.2006,"10,656,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Untitled XXX
Edgar Degas,Danseuse,05.06.2003,"10,648,000",,,,,,,0,https://www.wikiart.org/en/Search/Edgar Degas Danseuse
Christopher Wool,Untitled,07.01.2014,"10,645,335",,,,,,,0,https://www.wikiart.org/en/Search/Christopher Wool Untitled
Wassily Kandinsky,"Murnau - Ansicht mit Burg, Kirche und Eisenbahn",02.06.2013,"10,635,446",,,,,,,0,"https://www.wikiart.org/en/Search/Wassily Kandinsky Murnau - Ansicht mit Burg, Kirche und Eisenbahn"
Andy Warhol,Brigitte Bardot,02.08.2007,"10,633,358",portrait,Pop Art,https://uploads7.wikiart.org/00283/images/andy-warhol/brigitte-bardot-1974.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Andy Warhol Brigitte Bardot
Franz Marc,Kinderbild,06.24.2014,"10,626,608",,,,,,,0,https://www.wikiart.org/en/Search/Franz Marc Kinderbild
André Derain,"Bateaux dans le port, Collioure",06.26.1989,"10,614,035",,,,,,,0,"https://www.wikiart.org/en/Search/André Derain Bateaux dans le port, Collioure"
Wassily Kandinsky,Krass und mild,11.04.2009,"10,610,500",,,,,,,0,https://www.wikiart.org/en/Search/Wassily Kandinsky Krass und mild
Pablo Picasso,"Couple, le baiser",06.22.2011,"10,602,766",,,,,,,0,"https://www.wikiart.org/en/Search/Pablo Picasso Couple, le baiser"
Henri Matisse,Nu au bord de la mer,02.23.2009,"10,570,731",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Nu au bord de la mer
Johann Joseph Zoffany,"The garden at Hampton house, with Mr. and Mrs. David Garrick taking tea",12.07.2011,"10,562,425",,,,,,,0,"https://www.wikiart.org/en/Search/Johann Joseph Zoffany The garden at Hampton house, with Mr. and Mrs. David Garrick taking tea"
Jean-Michel Basquiat and Andy Warhol,Olympics,06.28.2012,"10,552,283",,,,,,,0,https://www.wikiart.org/en/Search/Jean-Michel Basquiat and Andy Warhol Olympics
Thomas Gainsborough,"Portrait of Mrs. William Villebois in masquerade dress, with a blue gown and a lace-edged satin skirt, holding a diaphanous wrap, beside a pilaster",07.05.2011,"10,516,474",,,,,,,0,"https://www.wikiart.org/en/Search/Thomas Gainsborough Portrait of Mrs. William Villebois in masquerade dress, with a blue gown and a lace-edged satin skirt, holding a diaphanous wrap, beside a pilaster"
Shi Tao,Arhat,12.05.2011,"10,474,904",,,,,,,0,https://www.wikiart.org/en/Search/Shi Tao Arhat
Andy Warhol,Little Electric Chair,05.12.2014,"10,469,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Little Electric Chair
Paul Cézanne,Environs de Gardanne,05.07.2008,"10,457,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Environs de Gardanne
Henri Matisse,Nu couche I,05.07.2001,"10,452,500",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Nu couche I
Sandro Botticelli,The Rockefeller Madonna: Madonna and Child with Young Saint John the Baptist,01.30.2013,"10,442,500",,,,,,,0,https://www.wikiart.org/en/Search/Sandro Botticelli The Rockefeller Madonna: Madonna and Child with Young Saint John the Baptist
Claude Monet,Nymphéas,11.05.2003,"10,424,000",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Nymphéas
Sanyu,Potted chrysanthemums,04.05.2014,"10,412,046",still life,,https://uploads2.wikiart.org/images/sanyu/potted-chrysanthemums-1950.jpg,,,,1,https://www.wikiart.org/en/Search/Sanyu Potted chrysanthemums
Claude Monet,Le Palais Dario,11.07.2007,"10,401,000",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Le Palais Dario
Paul Gauguin,Le vallon,06.21.2011,"10,389,629",,,,,,,0,https://www.wikiart.org/en/Search/Paul Gauguin Le vallon
Pablo Picasso,Buste D′Homme,11.04.2009,"10,386,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Buste D′Homme
Alexander Calder,Snow Flurry,05.08.2012,"10,386,500","sculpture, mobile",Kinetic Art,https://uploads4.wikiart.org/images/alexander-calder/snow-flurry-1948.jpg!Large.jpg,,,"Museum of Modern Art (MoMA), New York City, NY, US",1,https://www.wikiart.org/en/Search/Alexander Calder Snow Flurry
Andy Warhol,Mao,05.10.2012,"10,386,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Mao
Edward Hopper,Bridle Path,05.17.2012,"10,386,500",genre painting,Social Realism,https://uploads5.wikiart.org/images/edward-hopper/bridle-path.jpg!Large.jpg,107 x 72 cm,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Edward Hopper Bridle Path
Rembrandt Harmensz van Rijn,Portrait of a Girl Wearing a Gold-Trimmed Cloak,12.01.1986,"10,381,800",,,,,,,0,https://www.wikiart.org/en/Search/Rembrandt Harmensz van Rijn Portrait of a Girl Wearing a Gold-Trimmed Cloak
Egon Schiele,Portrait of the Art Dealer Guido Arnot,10.18.2000,"10,377,920",,,,,,,0,https://www.wikiart.org/en/Search/Egon Schiele Portrait of the Art Dealer Guido Arnot
Zhang Daqian,Lotus,05.28.2013,"10,370,055",,,,,,,0,https://www.wikiart.org/en/Search/Zhang Daqian Lotus
René Magritte,Le prêtre Marié,02.06.2007,"10,368,793",,,,,,,0,https://www.wikiart.org/en/Search/René Magritte Le prêtre Marié
Claude Monet,Au Parc Monceau,06.23.2009,"10,360,044",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Au Parc Monceau
Andrew Wyeth,Ericksons,05.24.2007,"10,344,000",,,,,,,0,https://www.wikiart.org/en/Search/Andrew Wyeth Ericksons
Vincent van Gogh,Intérieur d′un Restaurant,04.30.1996,"10,342,500",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Intérieur d′un Restaurant
Joan Miró,L′Air,11.03.2010,"10,330,500",,,,,,,0,https://www.wikiart.org/en/Search/Joan Miró L′Air
Paul Cézanne,Pommes et gâteaux,11.01.2005,"10,320,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Pommes et gâteaux
Vincent van Gogh,La moisson en Provence,11.05.2003,"10,312,000",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh La moisson en Provence
Edgar Degas,Petite danseuse de quatorze ans,05.07.2003,"10,311,500",,,,,,,0,https://www.wikiart.org/en/Search/Edgar Degas Petite danseuse de quatorze ans
Zao Wou-Ki,16.5.66.,10.05.2013,"10,270,165",,,,,,,0,https://www.wikiart.org/en/Search/Zao Wou-Ki 16.5.66.
Chen Yifei,Red flag 1,10.05.2013,"10,270,165",,,,,,,0,https://www.wikiart.org/en/Search/Chen Yifei Red flag 1
Lucio Fontana,"Concetto spaziale, Attese",07.01.2014,"10,263,348",,,,,,,0,"https://www.wikiart.org/en/Search/Lucio Fontana Concetto spaziale, Attese"
Alberto Giacometti,Femme de Venise V,02.04.2015,"10,250,007",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Femme de Venise V
Vincent van Gogh,Jardin à Auvers,12.06.1992,"10,245,900",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Jardin à Auvers
Richard Diebenkorn,Ocean park #20,05.14.2014,"10,245,000",,,,,,,0,https://www.wikiart.org/en/Search/Richard Diebenkorn Ocean park #20
Cy Twombly,Untitled,05.14.2014,"10,245,000",abstract,Abstract Expressionism,https://uploads8.wikiart.org/images/cy-twombly/untitled.jpg!Large.jpg,256 x 307 cm,"crayon, oil, pencil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Cy Twombly Untitled
Willem de Kooning,Montauk III,05.14.2014,"10,245,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Montauk III
Andy Warhol,Flowers,05.15.2014,"10,245,000",flower painting,Pop Art,https://uploads7.wikiart.org/images/andy-warhol/flowers.jpg,,,,1,https://www.wikiart.org/en/Search/Andy Warhol Flowers
Natalia Sergeevna Goncharova,Espagnole,02.02.2010,"10,239,278",,,,,,,0,https://www.wikiart.org/en/Search/Natalia Sergeevna Goncharova Espagnole
Andy Warhol,Silver Liz,06.30.2010,"10,189,880",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Silver Liz
Zhang Xiaogang,Forever lasting love,04.03.2011,"10,164,566",,,,,,,0,https://www.wikiart.org/en/Search/Zhang Xiaogang Forever lasting love
Philip Guston,Beggar′s Joys,11.11.2008,"10,162,500",,,,,,,0,https://www.wikiart.org/en/Search/Philip Guston Beggar′s Joys
Hendrick ter Brugghen,Bagpipe Player in Profile,01.30.2009,"10,162,500",,,,,,,0,https://www.wikiart.org/en/Search/Hendrick ter Brugghen Bagpipe Player in Profile
Peter Doig,Reflection,11.10.2009,"10,162,500",,,,,,,0,https://www.wikiart.org/en/Search/Peter Doig Reflection
Georges Braque,La Treille,05.04.2010,"10,162,500",,,,,,,0,https://www.wikiart.org/en/Search/Georges Braque La Treille
Pierre-Auguste Renoir,"Femme nue couchée, Gabrielle",05.04.2010,"10,162,500",,,,,,,0,"https://www.wikiart.org/en/Search/Pierre-Auguste Renoir Femme nue couchée, Gabrielle"
Roy Lichtenstein,Untitled composition,05.11.2010,"10,162,500",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Untitled composition
René Magritte,Les vacances de Hegel,11.01.2011,"10,162,500",,,,,,,0,https://www.wikiart.org/en/Search/René Magritte Les vacances de Hegel
Donald Judd,Untitled,11.14.2012,"10,162,500",,,,,,,0,https://www.wikiart.org/en/Search/Donald Judd Untitled
Jean-Michel Basquiat,Humidity,11.15.2012,"10,162,500",,,,,,,0,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Humidity
Henri de Toulouse-Lautrec,Au bal de l′opéra,11.06.2007,"10,121,000",,,,,,,0,https://www.wikiart.org/en/Search/Henri de Toulouse-Lautrec Au bal de l′opéra
Henri Matisse,Espagnole,11.07.2007,"10,121,000",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Espagnole
Lyonel Feininger,Die Grüne Brücke,11.07.2007,"10,121,000",,,,,,,0,https://www.wikiart.org/en/Search/Lyonel Feininger Die Grüne Brücke
Fernand Léger,Les femmes à la toilette,05.06.2008,"10,121,000",,,,,,,0,https://www.wikiart.org/en/Search/Fernand Léger Les femmes à la toilette
Alberto Giacometti,Femme de Venise VIII,05.07.2008,"10,121,000",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Femme de Venise VIII
Piero Manzoni,Achrome,05.14.2008,"10,121,000",abstract,Minimalism,https://uploads6.wikiart.org/images/piero-manzoni/achrome-1958.jpg!Large.jpg,,"canvas, clay","Tate Modern, London, UK",1,https://www.wikiart.org/en/Search/Piero Manzoni Achrome
Maurice de Vlaminck,La Seine à Chatou,02.04.2002,"10,115,597",,,,,,,0,https://www.wikiart.org/en/Search/Maurice de Vlaminck La Seine à Chatou
Mark Rothko,Untitled,05.11.2005,"10,096,000",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko Untitled
Francis Bacon,Study for a Pope I,11.08.2005,"10,096,000",,,https://uploads4.wikiart.org/images/francis-bacon/study-for-a-pope-iii-1961(1).jpg!Large.jpg,152 x 119 cm,,,1,https://www.wikiart.org/en/Search/Francis Bacon Study for a Pope I
Pablo Picasso,Arlequin au baton,05.03.2006,"10,096,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Arlequin au baton
Willem de Kooning,Untitled,05.09.2006,"10,096,000",abstract,Abstract Expressionism,https://uploads2.wikiart.org/images/willem-de-kooning/untitled-1949.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Willem de Kooning Untitled
Paul Cézanne,Portrait de femme,11.03.2004,"10,087,500",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Portrait de femme
Huang Binhong,View of south peak,05.18.2014,"10,054,544",,,,,,,0,https://www.wikiart.org/en/Search/Huang Binhong View of south peak
Francis Bacon,Two Men Working in a Field,06.20.2007,"10,047,642",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Two Men Working in a Field
,Wolken,10.13.2014,"10,037,940",,,,,,,0,https://www.wikiart.org/en/Search/ Wolken
Dong Qichang,Fuchun mountains after Huang Gongwang,10.29.2012,"10,036,350",,,,,,,0,https://www.wikiart.org/en/Search/Dong Qichang Fuchun mountains after Huang Gongwang
John William Waterhouse,"St Cecilia ′In a clear walled city on the sea, Near gilded organ pipes",06.14.2000,"9,960,407",,,,,,,0,"https://www.wikiart.org/en/Search/John William Waterhouse St Cecilia ′In a clear walled city on the sea, Near gilded organ pipes"
Wassily Kandinsky,Studie für Herbstlandschaft mit Booten,06.19.2013,"9,955,595",,,,,,,0,https://www.wikiart.org/en/Search/Wassily Kandinsky Studie für Herbstlandschaft mit Booten
Cui Ruzhuo,Snowy Mountains,05.28.2013,"9,937,272",,,,,,,0,https://www.wikiart.org/en/Search/Cui Ruzhuo Snowy Mountains
Joan Miró,Femme,02.06.2013,"9,930,742",,,,,,,0,https://www.wikiart.org/en/Search/Joan Miró Femme
Alberto Giacometti,Stèle III,11.05.2014,"9,909,000",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Stèle III
Claude Monet,Nymphéas,05.09.2001,"9,906,000",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Nymphéas
Bruce Nauman,Henry Moore bound to fail,05.17.2001,"9,906,000",,,,,,,0,https://www.wikiart.org/en/Search/Bruce Nauman Henry Moore bound to fail
Egon Schiele,Haut mit trockender Wäsche,11.05.2001,"9,906,000",,,,,,,0,https://www.wikiart.org/en/Search/Egon Schiele Haut mit trockender Wäsche
Pablo Picasso,Compotier et guitare,05.10.2000,"9,905,750",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Compotier et guitare
Amedeo Modigliani,Portrait de Jeanne Hébuterne assise dans un fauteuil,11.16.1998,"9,902,500",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Portrait de Jeanne Hébuterne assise dans un fauteuil
Vincent van Gogh,Paysage au soleil levant,04.24.1985,"9,900,000",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Paysage au soleil levant
Marc Chagall,Au Dessus de la ville,05.15.1990,"9,900,000",,,,,,,0,https://www.wikiart.org/en/Search/Marc Chagall Au Dessus de la ville
Fernand Léger,Les Maisons sous les Arbres,11.14.1990,"9,900,000",,,,,,,0,https://www.wikiart.org/en/Search/Fernand Léger Les Maisons sous les Arbres
Jean-Michel Basquiat,Untitled,11.13.2007,"9,897,000",figurative,Neo-Expressionism,https://uploads0.wikiart.org/images/jean-michel-basquiat/untitled.jpg!Large.jpg,186.1 x 125.1 cm,,Private Collection,1,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
Joan Miró,Projet pour un monument,05.09.2007,"9,896,000",,,,,,,0,https://www.wikiart.org/en/Search/Joan Miró Projet pour un monument
Peter Doig,Red boat,06.28.2011,"9,895,335",,,,,,,0,https://www.wikiart.org/en/Search/Peter Doig Red boat
Pablo Picasso,Le Repos,05.01.2012,"9,882,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Le Repos
Clyfford Still,1948-H,11.13.2012,"9,882,500",,,,,,,0,https://www.wikiart.org/en/Search/Clyfford Still 1948-H
Jean-Michel Basquiat,Grillo,06.22.2007,"9,857,406",figurative,Neo-Expressionism,https://uploads7.wikiart.org/images/jean-michel-basquiat/grillo.jpg!Large.jpg,244 x 537 cm,"pencil, wood",Private Collection,1,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Grillo
Pablo Picasso,Famille d′arlequin,05.08.2007,"9,840,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Famille d′arlequin
Donald Judd,"Untitled, 1977",05.16.2007,"9,840,000",,,,,,,0,"https://www.wikiart.org/en/Search/Donald Judd Untitled, 1977"
Xu Beihong,Riding a donkey in spring,06.03.2010,"9,838,225",,,,,,,0,https://www.wikiart.org/en/Search/Xu Beihong Riding a donkey in spring
Henri Matisse,Nu à la chaise longue,06.23.2010,"9,826,927",,,https://uploads4.wikiart.org/00187/images/henri-matisse/nu-la-chaise-longue-1923.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Henri Matisse Nu à la chaise longue
Andy Warhol,Four Campbell′s soup cans,11.08.2011,"9,826,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Four Campbell′s soup cans
,Abstract Painting,11.14.2007,"9,785,000",,,,,,,0,https://www.wikiart.org/en/Search/ Abstract Painting
Natalia Sergeevna Goncharova,Picking apples,06.18.2007,"9,780,712",,,,,,,0,https://www.wikiart.org/en/Search/Natalia Sergeevna Goncharova Picking apples
Claude Monet,Le pont de bois,06.19.2013,"9,780,125",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Le pont de bois
Willem de Kooning,Untitled XVII,05.15.2013,"9,755,750",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Untitled XVII
Edgar Degas,Danseuse rajustant sa sandale,02.05.2008,"9,754,978",,,,,,,0,https://www.wikiart.org/en/Search/Edgar Degas Danseuse rajustant sa sandale
Wu Guanzhong,Shrubalthea,06.03.2011,"9,754,028",,,,,,,0,https://www.wikiart.org/en/Search/Wu Guanzhong Shrubalthea
Pablo Picasso,Nu couché,11.05.2003,"9,752,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Nu couché
Giovanni da Rimini,Episodes from the lives of the Virgin and other saints,07.09.2014,"9,732,986",,,,,,,0,https://www.wikiart.org/en/Search/Giovanni da Rimini Episodes from the lives of the Virgin and other saints
